Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Eula,Goblet,Pale Flame,+20,Physical DMG%,58.3,ER%,4.5,Crit Rate,17.9,HP%,5.8,Crit DMG,5.4,41.2
Eula,Circlet,Shimenawa's Reminiscence,+20,Crit DMG,62.2,HP%,4.7,ATK%,15.7,Crit Rate,10.1,DEF%,6.6,20.2
Zhongli,Goblet,Brave Heart,+20,Geo DMG%,46.6,DEF%,7.3,Crit Rate,11.3,Crit DMG,20.2,HP%,4.1,42.8
Zhongli,Circlet,Pale Flame,+20,Crit Rate,31.1,HP,269.0,EM,23.0,Crit DMG,24.1,DEF,65.0,24.1
Arlecchino,Flower,Gladiator's Finale,+20,HP,4780.0,DEF,23.0,EM,68.0,Crit DMG,21.0,Crit Rate,7.4,35.8
Arlecchino,Plume,Gladiator's Finale,+20,ATK,311.0,DEF%,12.4,Crit Rate,6.6,ATK%,5.8,Crit DMG,22.5,35.7
Arlecchino,Sands,Gladiator's Finale,+20,ATK%,46.6,EM,42.0,Crit Rate,10.5,Crit DMG,19.4,HP%,4.7,40.4
Arlecchino,Goblet,Thundersoother,+20,Pyro DMG%,46.6,Crit Rate,5.8,DEF,39.0,ATK%,15.7,Crit DMG,15.5,27.1
Arlecchino,Circlet,Gladiator's Finale,+20,Crit Rate,31.1,EM,37.0,Crit DMG,24.9,HP,239.0,ATK%,4.7,24.9
Fischl,Flower,Brave Heart,+20,HP,4780.0,EM,42.0,Crit Rate,7.4,Crit DMG,21.8,ATK%,5.8,36.6
Fischl,Plume,Brave Heart,+20,ATK,311.0,Crit Rate,13.2,Crit DMG,12.4,ATK%,4.7,HP%,5.3,38.8
Fischl,Sands,Brave Heart,+20,ATK%,46.6,ATK,33.0,DEF,23.0,Crit DMG,28.0,Crit Rate,7.0,42.0
Fischl,Goblet,Thundering Fury,+20,Electro DMG%,46.6,Crit Rate,10.9,ATK%,10.5,Crit DMG,13.2,ER%,5.8,35.0
Fischl,Circlet,Brave Heart,+20,Crit Rate,31.1,EM,37.0,ER%,12.3,Crit DMG,20.2,DEF,21.0,20.2
Raiden Shogun,Flower,Emblem of Severed Fate,+20,HP,4780.0,ATK,35.0,Crit Rate,10.5,HP%,4.1,Crit DMG,20.2,41.2
Raiden Shogun,Plume,Emblem of Severed Fate,+20,ATK,311.0,DEF,32.0,EM,23.0,Crit DMG,26.4,Crit Rate,3.1,32.6
Raiden Shogun,Sands,Noblesse Oblige,+20,ER%,51.8,HP%,9.3,Crit DMG,28.0,ATK%,11.1,Crit Rate,2.7,33.4
Raiden Shogun,Goblet,Emblem of Severed Fate,+20,Electro DMG%,46.6,ATK%,4.1,ATK,37.0,Crit DMG,27.2,HP,299.0,27.2
Raiden Shogun,Circlet,Noblesse Oblige,+20,Crit DMG,62.2,Crit Rate,10.1,ATK,33.0,HP,299.0,HP%,9.3,20.2
Furina,Flower,Golden Troupe,+20,HP,4780.0,ATK,14.0,Crit Rate,6.2,ER%,11.7,Crit DMG,29.5,41.9
Furina,Plume,Golden Troupe,+20,ATK,311.0,Crit Rate,6.6,HP%,5.8,Crit DMG,33.4,HP,299.0,46.6
Furina,Sands,Maiden Beloved,+20,HP%,46.6,Crit Rate,10.5,ATK,19.0,Crit DMG,28.0,ER%,5.8,49.0
Furina,Goblet,Golden Troupe,+20,HP%,46.6,DEF%,11.7,Crit DMG,13.2,Crit Rate,7.8,HP,538.0,28.8
Furina,Circlet,Golden Troupe,+20,Crit DMG,62.2,ATK,19.0,HP%,13.4,DEF%,6.6,Crit Rate,10.1,20.2
ID_10000126,Flower,Noblesse Oblige,+20,HP,4780.0,Crit Rate,6.6,DEF%,7.3,Crit DMG,27.2,DEF,42.0,40.4
ID_10000126,Plume,Shimenawa's Reminiscence,+20,ATK,311.0,Crit Rate,10.9,HP,299.0,EM,19.0,Crit DMG,21.8,43.6
ID_10000126,Sands,Thundering Fury,+20,DEF%,58.3,EM,21.0,DEF,44.0,Crit Rate,11.7,Crit DMG,20.2,43.6
ID_10000126,Goblet,Brave Heart,+20,Geo DMG%,46.6,Crit Rate,6.6,HP,418.0,EM,19.0,Crit DMG,27.2,40.4
ID_10000126,Circlet,Brave Heart,+20,Crit DMG,62.2,HP,299.0,DEF%,18.2,Crit Rate,12.4,ATK%,4.7,24.8
Columbina,Flower,Pale Flame,+20,HP,4780.0,EM,19.0,Crit Rate,14.8,Crit DMG,13.2,ATK,19.0,42.8
Columbina,Plume,Pale Flame,+20,ATK,311.0,Crit DMG,21.0,HP,299.0,Crit Rate,10.1,HP%,5.3,41.2
Columbina,Sands,Pale Flame,+20,HP%,46.6,Crit Rate,10.5,ER%,6.5,DEF,39.0,Crit DMG,18.7,39.7
Columbina,Goblet,Pale Flame,+20,HP%,46.6,HP,1105.0,Crit Rate,3.9,ATK%,5.3,Crit DMG,22.5,30.3
Columbina,Circlet,Maiden Beloved,+20,Crit DMG,62.2,DEF,65.0,EM,21.0,ER%,11.0,Crit Rate,10.9,21.8
