Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Varesa,Goblet,Set_15039,+20,Electro DMG%,46.6,ATK,18.0,Crit Rate,13.6,ER%,4.5,HP%,9.9,27.2
Varesa,Circlet,Set_15039,+20,Crit DMG,62.2,ATK%,15.8,Crit Rate,8.9,DEF,21.0,ATK,31,17.8
Iansan,Flower,Scroll of the Hero of Cinder City,+20,HP,4780.0,ER%,17.5,ATK%,11.7,Crit Rate,5.4,EM,23,10.8
Iansan,Plume,Scroll of the Hero of Cinder City,+20,ATK,311.0,Crit Rate,3.1,ER%,16.2,Crit DMG,13.2,ATK%,9.3,19.4
Iansan,Sands,Scroll of the Hero of Cinder City,+20,ATK%,46.6,ER%,11.7,DEF,23.0,Crit DMG,13.2,DEF%,24.8,13.2
Iansan,Goblet,Marechaussee Hunter,+20,ATK%,46.6,Crit Rate,15.2,ER%,5.8,Crit DMG,7.8,HP,239,38.2
Iansan,Circlet,Scroll of the Hero of Cinder City,+20,ATK%,46.6,DEF%,10.9,ER%,24.0,EM,42.0,HP,299,0.0
Durin,Flower,Scroll of the Hero of Cinder City,+20,HP,4780.0,DEF,32.0,ER%,19.4,Crit DMG,14.8,ATK%,11.7,14.8
Durin,Plume,Bloodstained Chivalry,+20,ATK,311.0,ATK%,5.3,ER%,6.5,Crit DMG,24.9,Crit Rate,7.4,39.7
Durin,Sands,Gladiator's Finale,+20,ATK%,46.6,Crit DMG,15.5,HP%,9.9,ER%,17.5,ATK,16,15.5
Durin,Goblet,Bloodstained Chivalry,+20,Pyro DMG%,46.6,ATK,33.0,Crit DMG,13.2,Crit Rate,8.9,ATK%,4.1,31.0
Durin,Circlet,Gladiator's Finale,+20,Crit Rate,31.1,Crit DMG,21.8,DEF,19.0,HP,508.0,ER%,10.4,21.8
Chevreuse,Flower,Bloodstained Chivalry,+20,HP,4780.0,Crit Rate,6.6,HP%,9.3,Crit DMG,13.2,DEF,53,26.4
Chevreuse,Plume,Bloodstained Chivalry,+20,ATK,311.0,HP%,19.2,ER%,5.8,Crit DMG,10.9,ATK%,10.5,10.9
Chevreuse,Sands,Bloodstained Chivalry,+20,HP%,46.6,EM,42.0,Crit Rate,3.5,DEF,35.0,ER%,14.2,7.0
Chevreuse,Goblet,Scroll of the Hero of Cinder City,+20,HP%,46.6,Crit Rate,6.6,HP,209.0,Crit DMG,19.4,ER%,11,32.6
Chevreuse,Circlet,Bloodstained Chivalry,+20,HP%,46.6,ATK%,9.9,HP,807.0,DEF%,5.8,ER%,11,0.0
Skirk,Flower,Finale of the deep galeries,+20,HP,4780.0,ER%,4.5,Crit Rate,13.2,HP%,4.1,Crit DMG,12.4,38.8
Skirk,Plume,Pale Flame,+20,ATK,311.0,Crit DMG,21.0,Crit Rate,9.3,DEF,19.0,ATK%,11.1,39.6
Skirk,Sands,Finale of the deep galeries,+20,ATK%,46.6,DEF,16.0,ER%,6.5,Crit DMG,12.4,Crit Rate,16.7,45.8
Skirk,Goblet,Finale of the deep galeries,+20,Cryo DMG%,46.6,Crit Rate,7.4,Crit DMG,35.7,HP,269.0,ATK%,5.3,50.5
Skirk,Circlet,Finale of the deep galeries,+20,Crit DMG,62.2,ATK%,15.7,Crit Rate,6.6,DEF%,18.2,HP%,4.7,13.2
Escoffier,Flower,Golden Troupe,+20,HP,4780.0,ATK%,15.7,Crit Rate,7.0,DEF%,12.4,ER%,6.5,14.0
Escoffier,Plume,Golden Troupe,+20,ATK,311.0,ATK%,4.7,ER%,22.0,Crit DMG,7.8,Crit Rate,6.6,21.0
Escoffier,Sands,Golden Troupe,+20,ATK%,46.6,Crit DMG,11.7,DEF,23.0,EM,33.0,ER%,16.2,11.7
Escoffier,Goblet,Obsidian Codex,+20,Cryo DMG%,46.6,ER%,16.2,ATK,37.0,HP%,10.5,Crit Rate,7,14.0
Escoffier,Circlet,Golden Troupe,+20,Crit DMG,62.2,ATK,16.0,ER%,11.0,HP,866.0,Crit Rate,7,14.0
Furina,Flower,Golden Troupe,+20,HP,4780.0,HP%,9.9,Crit DMG,12.4,Crit Rate,11.3,ER%,5.2,35.0
Furina,Plume,Golden Troupe,+20,ATK,311.0,Crit Rate,3.9,Crit DMG,21.8,ER%,5.8,EM,58,29.6
Furina,Sands,Golden Troupe,+20,HP%,46.6,Crit DMG,14.8,Crit Rate,13.6,ATK,37.0,DEF%,7.3,42.0
Furina,Goblet,Golden Troupe,+20,HP%,46.6,ER%,13.0,DEF%,5.1,Crit Rate,8.9,Crit DMG,14,31.8
Furina,Circlet,Lavawalker,+20,Crit DMG,62.2,DEF,16.0,Crit Rate,10.5,ER%,12.3,HP%,14.6,21.0
Arlecchino,Flower,Gladiator's Finale,+20,HP,4780.0,EM,19.0,Crit DMG,14.0,Crit Rate,13.2,ATK%,4.7,40.4
Arlecchino,Plume,Gladiator's Finale,+20,ATK,311.0,Crit DMG,14.0,Crit Rate,6.6,DEF,39.0,ATK%,10.5,27.2
Arlecchino,Sands,Gladiator's Finale,+20,ATK%,46.6,HP,269.0,Crit DMG,22.5,Crit Rate,6.2,DEF%,10.9,34.9
Arlecchino,Goblet,Set_15003,+20,Pyro DMG%,46.6,Crit Rate,10.9,HP,717.0,Crit DMG,14.8,ATK%,4.7,36.6
Arlecchino,Circlet,Gladiator's Finale,+20,Crit Rate,31.1,HP,239.0,DEF%,5.8,Crit DMG,34.2,DEF,16,34.2
