Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Klee,Flower,Crimson Witch of Flames,+20,HP,4780.0,ATK,14.0,Crit DMG,21.0,Crit Rate,10.1,ATK%,5.3,41.2
Klee,Plume,Crimson Witch of Flames,+20,ATK,311.0,EM,23.0,Crit DMG,11.7,ER%,14.9,Crit Rate,9.7,31.1
Klee,Sands,Crimson Witch of Flames,+20,ATK%,46.6,HP,478.0,Crit DMG,7.8,DEF,16.0,Crit Rate,12.8,33.4
Klee,Goblet,Brave Heart,+20,Pyro DMG%,46.6,Crit Rate,17.1,Crit DMG,6.2,ATK,14.0,HP,269.0,40.4
Klee,Circlet,Brave Heart,+20,Crit Rate,31.1,ATK%,5.8,HP,269.0,DEF,35.0,Crit DMG,26.4,26.4
Nilou,Flower,Brave Heart,+20,HP,4780.0,HP%,9.9,Crit Rate,10.5,ATK,16.0,Crit DMG,21.8,42.8
Nilou,Plume,Vourukasha's Glow,+20,ATK,311.0,Crit DMG,11.7,EM,21.0,Crit Rate,6.2,HP%,15.7,24.1
Nilou,Sands,Nymph's Dream,+20,HP%,46.6,ATK,51.0,Crit DMG,14.8,DEF,23.0,Crit Rate,7.0,28.8
Nilou,Goblet,Nymph's Dream,+20,Hydro DMG%,46.6,Crit Rate,11.7,HP%,4.7,ATK,18.0,Crit DMG,14.0,37.4
Nilou,Circlet,Vourukasha's Glow,+20,Crit Rate,31.1,DEF,23.0,ATK,37.0,Crit DMG,12.4,HP%,15.7,12.4
Faruzan,Flower,Viridescent Venerer,+20,HP,4780.0,Crit Rate,10.9,ATK%,9.9,HP%,5.8,Crit DMG,13.2,35.0
Faruzan,Plume,Viridescent Venerer,+20,ATK,311.0,Crit DMG,7.0,ATK%,9.9,Crit Rate,10.1,EM,35.0,27.2
Faruzan,Sands,Gladiator's Finale,+20,ATK%,46.6,DEF,23.0,Crit DMG,12.4,DEF%,12.4,Crit Rate,12.1,36.6
Faruzan,Goblet,Brave Heart,+20,Anemo DMG%,46.6,Crit Rate,10.5,Crit DMG,13.2,ATK%,4.1,ATK,37.0,34.2
Faruzan,Circlet,Gladiator's Finale,+20,Crit Rate,31.1,Crit DMG,19.4,ATK%,11.7,ER%,4.5,DEF,39.0,19.4
Mualani,Flower,Obsidian Codex,+20,HP,4780.0,DEF,16.0,HP%,22.7,Crit Rate,2.7,Crit DMG,11.7,17.1
Mualani,Plume,Obsidian Codex,+20,ATK,311.0,Crit DMG,16.3,DEF,19.0,HP%,11.7,Crit Rate,7.0,30.3
Mualani,Sands,Obsidian Codex,+20,HP%,46.6,DEF,23.0,Crit DMG,14.0,HP,478.0,Crit Rate,9.3,32.6
Mualani,Goblet,Blizzard Strayer,+20,Hydro DMG%,46.6,HP%,5.3,Crit Rate,10.1,Crit DMG,12.4,ATK,43.0,32.6
Mualani,Circlet,Obsidian Codex,+20,Crit DMG,62.2,DEF%,12.4,Crit Rate,5.8,EM,23.0,HP%,17.5,11.6
Citlali,Flower,Scroll of the Hero of Cinder City,+20,HP,4780.0,EM,40.0,Crit DMG,6.2,ER%,16.8,Crit Rate,5.8,17.8
Citlali,Plume,Scroll of the Hero of Cinder City,+20,ATK,311.0,Crit DMG,5.4,EM,77.0,ATK%,9.9,Crit Rate,6.2,17.8
Citlali,Sands,Scroll of the Hero of Cinder City,+20,EM,187.0,ATK,16.0,Crit DMG,7.0,Crit Rate,13.6,DEF%,12.4,34.2
Citlali,Goblet,Brave Heart,+20,EM,187.0,ATK%,9.9,ATK,37.0,Crit DMG,7.8,Crit Rate,10.9,29.6
Citlali,Circlet,Scroll of the Hero of Cinder City,+20,EM,187.0,Crit DMG,14.0,HP,538.0,Crit Rate,2.7,ATK,49.0,19.4
