Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Skirk,Circlet,Finale of the Deep Galleries,+20,Crit DMG,62.2,ATK%,9.3,Crit Rate,10.1,ATK,18.0,HP%,9.3,20.2
Columbina,Flower,Set_15043,+20,HP,4780.0,Crit Rate,8.9,DEF%,11.7,Crit DMG,12.4,EM,21.0,30.2
Columbina,Plume,Set_15043,+20,ATK,311.0,ER%,24.6,Crit Rate,3.1,HP,269.0,HP%,11.7,6.2
Columbina,Sands,Set_15043,+20,ER%,51.8,ATK,35.0,Crit DMG,14.0,DEF,19.0,Crit Rate,9.7,33.4
Columbina,Goblet,Golden Troupe,+20,HP%,46.6,Crit Rate,8.9,Crit DMG,14.8,EM,63.0,HP,209.0,32.6
Columbina,Circlet,Set_15043,+20,Crit Rate,31.1,ATK,72.0,ER%,5.2,HP%,4.7,EM,35.0,0.0
Citlali,Flower,Scroll of the Hero of Cinder City,+20,HP,4780.0,DEF,19.0,EM,37.0,HP%,15.7,ER%,16.2,0.0
Citlali,Plume,Scroll of the Hero of Cinder City,+20,ATK,311.0,Crit DMG,21.0,DEF,21.0,DEF%,5.1,ER%,21.4,21.0
Citlali,Sands,Scroll of the Hero of Cinder City,+20,ER%,51.8,HP,209.0,DEF%,25.5,Crit DMG,7.8,EM,42.0,7.8
Citlali,Goblet,Blizzard Strayer,+20,EM,187.0,ATK%,10.5,ER%,10.4,HP,448.0,HP%,9.9,0.0
Citlali,Circlet,Scroll of the Hero of Cinder City,+20,EM,187.0,Crit DMG,7.8,ER%,11.7,HP,478.0,DEF%,24.1,7.8
Kamisato Ayaka,Flower,Finale of the Deep Galleries,+20,HP,4780.0,DEF,21.0,DEF%,7.3,Crit Rate,9.7,Crit DMG,20.2,39.6
Kamisato Ayaka,Plume,Finale of the Deep Galleries,+20,ATK,311.0,Crit Rate,10.9,Crit DMG,11.7,ATK%,9.9,EM,21.0,33.5
Kamisato Ayaka,Sands,Blizzard Strayer,+20,ATK%,46.6,ER%,11.0,Crit Rate,9.7,Crit DMG,17.9,ATK,19.0,37.3
Kamisato Ayaka,Goblet,Blizzard Strayer,+20,Cryo DMG%,46.6,Crit DMG,18.7,ATK,16.0,Crit Rate,10.9,DEF%,5.1,40.5
Kamisato Ayaka,Circlet,Marechaussee Hunter,+20,Crit Rate,31.1,Crit DMG,25.6,DEF,16.0,ER%,5.8,ATK%,11.7,25.6
Nahida,Flower,Deepwood Memories,+20,HP,4780.0,Crit DMG,11.7,Crit Rate,6.2,DEF%,7.3,EM,82.0,24.1
Nahida,Plume,Deepwood Memories,+20,ATK,311.0,Crit Rate,9.7,Crit DMG,21.8,EM,42.0,ER%,5.2,41.2
Nahida,Sands,Deepwood Memories,+20,EM,187.0,ATK%,4.1,Crit DMG,20.2,ATK,39.0,Crit Rate,5.8,31.8
Nahida,Goblet,Golden Troupe,+20,Dendro DMG%,46.6,DEF,16.0,Crit Rate,13.2,EM,40.0,Crit DMG,12.4,38.8
Nahida,Circlet,Deepwood Memories,+20,Crit Rate,31.1,ATK%,4.7,EM,63.0,HP%,4.7,Crit DMG,19.4,19.4
Raiden Shogun,Flower,Emblem of Severed Fate,+20,HP,4780.0,Crit Rate,14.0,HP%,4.1,ATK,37.0,Crit DMG,14.8,42.8
Raiden Shogun,Plume,Emblem of Severed Fate,+20,ATK,311.0,ATK%,10.5,Crit Rate,7.0,ER%,14.9,Crit DMG,13.2,27.2
Raiden Shogun,Sands,Emblem of Severed Fate,+20,ER%,51.8,Crit Rate,7.4,HP%,5.3,Crit DMG,26.4,ATK,35.0,41.2
Raiden Shogun,Goblet,Emblem of Severed Fate,+20,Electro DMG%,46.6,Crit DMG,14.8,Crit Rate,11.7,EM,37.0,ER%,5.2,38.2
Raiden Shogun,Circlet,Marechaussee Hunter,+20,Crit Rate,31.1,ATK,19.0,ER%,5.8,Crit DMG,31.1,ATK%,5.3,31.1
Escoffier,Flower,Pale Flame,+20,HP,4780.0,ATK,27.0,Crit Rate,7.8,ATK%,16.3,Crit DMG,7.0,22.6
Escoffier,Plume,Pale Flame,+20,ATK,311.0,Crit Rate,9.7,HP,568.0,ATK%,9.3,Crit DMG,11.7,31.1
Escoffier,Sands,Pale Flame,+20,ATK%,46.6,DEF%,18.2,EM,19.0,Crit DMG,6.2,Crit Rate,10.1,26.4
Escoffier,Goblet,Thundering Fury,+20,Cryo DMG%,46.6,Crit DMG,5.4,HP,538.0,Crit Rate,14.4,ATK%,5.8,34.2
Escoffier,Circlet,Pale Flame,+20,Crit DMG,62.2,ATK%,15.7,HP,239.0,Crit Rate,8.9,ER%,12.3,17.8
Yae Miko,Flower,Golden Troupe,+20,HP,4780.0,Crit DMG,13.2,Crit Rate,8.2,ATK%,15.7,ATK,18.0,29.6
Yae Miko,Plume,Golden Troupe,+20,ATK,311.0,Crit DMG,14.0,EM,23.0,Crit Rate,12.8,ER%,4.5,39.6
Yae Miko,Sands,Golden Troupe,+20,ATK%,46.6,DEF,23.0,EM,58.0,Crit DMG,18.7,Crit Rate,7.0,32.7
Yae Miko,Goblet,Scroll of the Hero of Cinder City,+20,Electro DMG%,46.6,Crit Rate,12.4,ATK,14.0,Crit DMG,21.0,HP,239.0,45.8
Yae Miko,Circlet,Golden Troupe,+20,Crit Rate,31.1,Crit DMG,22.5,DEF%,5.8,DEF,19.0,ATK%,16.9,22.5
Klee,Flower,Crimson Witch of Flames,+20,HP,4780.0,ATK,18.0,Crit Rate,9.3,EM,35.0,Crit DMG,21.8,40.4
Klee,Plume,Crimson Witch of Flames,+20,ATK,311.0,Crit Rate,7.8,ATK%,24.5,HP%,4.7,Crit DMG,7.8,23.4
Klee,Sands,Crimson Witch of Flames,+20,ATK%,46.6,Crit DMG,20.2,Crit Rate,6.6,ER%,10.4,ATK,16.0,33.4
Klee,Goblet,Crimson Witch of Flames,+20,Pyro DMG%,46.6,DEF%,5.8,Crit Rate,7.0,Crit DMG,25.6,HP,478.0,39.6
Shenhe,Flower,Gladiator's Finale,+20,HP,4780.0,Crit DMG,7.0,Crit Rate,6.6,ER%,9.7,ATK%,19.8,20.2
Shenhe,Plume,Heart of Depth,+20,ATK,311.0,HP%,10.5,Crit Rate,9.3,ER%,6.5,ATK%,11.1,18.6
Shenhe,Sands,Heart of Depth,+20,ATK%,46.6,ATK,51.0,ER%,9.7,Crit Rate,6.6,HP,239.0,13.2
Shenhe,Goblet,Obsidian Codex,+20,ATK%,46.6,ER%,16.2,EM,47.0,DEF%,12.4,Crit DMG,15.5,15.5
Shenhe,Circlet,Gladiator's Finale,+20,ATK%,46.6,Crit DMG,15.5,Crit Rate,2.7,ER%,24.6,HP%,5.3,20.9
