Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Arlecchino,Goblet,Fragment of Harmonic Whimsy,+20,ATK%,46.6,Crit Rate,9.3,ER%,6.5,Crit DMG,20.2,ATK,19.0,38.8
Arlecchino,Circlet,Fragment of Harmonic Whimsy,+20,Crit DMG,62.2,HP%,5.8,HP,568.0,DEF%,5.8,Crit Rate,14.0,28.0
Wanderer,Flower,Desert Pavilion Chronicle,+20,HP,4780.0,Crit Rate,6.6,Crit DMG,26.4,ATK%,4.1,ATK,18.0,39.6
Wanderer,Plume,Desert Pavilion Chronicle,+20,ATK,311.0,Crit Rate,10.1,Crit DMG,12.4,DEF,39.0,DEF%,5.8,32.6
Wanderer,Sands,Desert Pavilion Chronicle,+20,ATK%,46.6,Crit Rate,8.9,HP,209.0,Crit DMG,19.4,HP%,4.1,37.2
Wanderer,Goblet,Desert Pavilion Chronicle,+20,Anemo DMG%,46.6,Crit DMG,28.0,HP%,4.7,EM,40.0,ATK%,5.3,28.0
Wanderer,Circlet,Brave Heart,+20,Crit Rate,31.1,Crit DMG,35.7,DEF,23.0,ATK,39.0,ER%,6.5,35.7
Baizhu,Flower,Crimson Witch of Flames,+20,HP,4780.0,EM,65.0,ER%,5.2,DEF%,5.8,HP%,21.6,0.0
Baizhu,Plume,Crimson Witch of Flames,+20,ATK,311.0,HP%,15.7,HP,538.0,ER%,12.3,DEF%,6.6,0.0
Baizhu,Sands,Crimson Witch of Flames,+20,HP%,46.6,HP,777.0,ER%,11.7,Crit Rate,5.8,DEF,16.0,11.6
Baizhu,Goblet,Crimson Witch of Flames,+20,HP%,46.6,Crit DMG,10.9,ATK%,5.8,Crit Rate,7.4,HP,777.0,25.7
Baizhu,Circlet,Desert Pavilion Chronicle,+20,Healing%,35.9,HP%,19.8,HP,598.0,DEF,39.0,EM,19.0,0.0
Skirk,Flower,Finale of the Deep Galleries,+20,HP,4780.0,ATK%,9.9,HP%,5.3,Crit DMG,18.7,Crit Rate,6.2,31.1
Skirk,Plume,Finale of the Deep Galleries,+20,ATK,311.0,Crit Rate,5.4,ATK%,8.7,Crit DMG,24.9,HP%,4.7,35.7
Skirk,Sands,Maiden Beloved,+20,ATK%,46.6,Crit DMG,20.2,Crit Rate,10.5,ATK,29.0,DEF,19.0,41.2
Skirk,Goblet,Finale of the Deep Galleries,+20,Cryo DMG%,46.6,DEF%,6.6,Crit Rate,3.5,Crit DMG,32.6,HP,239.0,39.6
Skirk,Circlet,Finale of the Deep Galleries,+20,Crit Rate,31.1,ATK%,10.5,Crit DMG,20.2,EM,19.0,ATK,31.0,20.2
