Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Columbina,Flower,Silken Moon's Serenade,+20,HP,4780.0,HP%,14.6,DEF%,6.6,Crit Rate,5.4,Crit DMG,14.8,25.6
Columbina,Plume,Silken Moon's Serenade,+20,ATK,311.0,ER%,10.4,HP%,5.3,Crit Rate,3.1,Crit DMG,31.9,38.1
Columbina,Sands,Vourukasha's Glow,+20,HP%,46.6,Crit DMG,21.0,DEF%,5.1,ER%,14.2,Crit Rate,2.7,26.4
Columbina,Goblet,Pale Flame,+20,HP%,46.6,HP,209.0,Crit Rate,7.4,Crit DMG,29.5,DEF%,6.6,44.3
Columbina,Circlet,Pale Flame,+20,Crit Rate,31.1,HP%,10.5,ER%,18.8,EM,16.0,Crit DMG,18.7,18.7
Ineffa,Flower,Emblem of Severed Fate,+20,HP,4780.0,ER%,5.2,EM,35.0,Crit DMG,6.2,Crit Rate,14.4,35.0
Ineffa,Plume,Thundersoother,+20,ATK,311.0,Crit DMG,25.7,EM,42.0,HP%,5.8,Crit Rate,7.4,40.5
Ineffa,Sands,Thundersoother,+20,ATK%,46.6,EM,61.0,ER%,6.5,Crit DMG,19.4,Crit Rate,7.8,35.0
Ineffa,Goblet,Obsidian Codex,+20,ATK%,46.6,ATK,14.0,Crit DMG,30.3,Crit Rate,5.8,ER%,6.5,41.9
Ineffa,Circlet,Emblem of Severed Fate,+20,Crit Rate,31.1,ATK%,11.1,Crit DMG,26.4,HP%,4.1,EM,35.0,26.4
Neuvillette,Flower,Marechaussee Hunter,+20,HP,4780.0,ER%,4.5,HP%,15.2,Crit Rate,3.9,Crit DMG,27.2,35.0
Neuvillette,Plume,Marechaussee Hunter,+20,ATK,311.0,HP%,5.8,DEF,16.0,Crit Rate,14.0,Crit DMG,23.3,51.3
Neuvillette,Sands,Marechaussee Hunter,+20,HP%,46.6,Crit Rate,6.6,HP,239.0,ER%,5.2,Crit DMG,27.2,40.4
Neuvillette,Goblet,Golden Troupe,+20,Hydro DMG%,46.6,Crit Rate,9.7,Crit DMG,21.0,ATK%,4.7,HP%,10.5,40.4
Neuvillette,Circlet,Marechaussee Hunter,+20,HP%,46.6,Crit DMG,34.2,Crit Rate,3.1,ER%,13.0,DEF,21.0,40.4
