Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Mualani,Flower,Obsidian Codex,+20,HP,4780.0,Crit DMG,13.2,Crit Rate,3.1,HP%,14.6,EM,58.0,19.4
Mualani,Plume,Obsidian Codex,+20,ATK,311.0,EM,37.0,ATK%,4.1,Crit DMG,5.4,Crit Rate,14.0,33.4
Mualani,Sands,Obsidian Codex,+20,EM,187.0,HP,209.0,Crit DMG,14.0,Crit Rate,8.9,HP%,9.9,31.8
Mualani,Goblet,Crimson Witch of Flames,+20,Hydro DMG%,46.6,Crit Rate,3.5,HP%,19.2,Crit DMG,6.2,ATK,33.0,13.2
Mualani,Circlet,Obsidian Codex,+20,Crit DMG,62.2,HP,627.0,Crit Rate,6.2,DEF%,5.1,DEF,39.0,12.4
Ineffa,Flower,Silken Moon's Serenade,+20,HP,4780.0,ATK,18.0,ATK%,11.1,EM,35.0,Crit DMG,28.0,28.0
Ineffa,Plume,Silken Moon's Serenade,+20,ATK,311.0,Crit DMG,13.2,ATK%,14.0,EM,42.0,Crit Rate,5.8,24.8
Ineffa,Sands,Silken Moon's Serenade,+20,ATK%,46.6,Crit DMG,13.2,HP%,9.9,Crit Rate,10.9,EM,21.0,35.0
Ineffa,Goblet,Silken Moon's Serenade,+20,ATK%,46.6,EM,16.0,Crit DMG,25.7,DEF%,12.4,Crit Rate,2.7,31.1
Ineffa,Circlet,Golden Troupe,+20,Crit DMG,62.2,Crit Rate,13.6,ATK%,4.7,HP,239.0,HP%,9.3,27.2
