Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Citlali,Goblet,Scroll of the Hero of Cinder City,+20,EM,187.0,ATK%,5.3,DEF%,12.4,ATK,51.0,ER%,10.4,0.0
Citlali,Circlet,Scroll of the Hero of Cinder City,+20,EM,187.0,DEF%,13.1,DEF,35.0,ER%,13.0,HP,837.0,0.0
Ineffa,Flower,Wanderer's Troupe,+20,HP,4780.0,ATK%,9.9,Crit DMG,24.1,HP%,4.1,Crit Rate,7.8,39.7
Ineffa,Plume,Thundering Fury,+20,ATK,311.0,DEF,16.0,ATK%,8.7,Crit Rate,12.8,Crit DMG,13.2,38.8
Ineffa,Sands,Brave Heart,+20,ATK%,46.6,Crit Rate,7.0,HP,269.0,ATK,19.0,Crit DMG,27.2,41.2
Ineffa,Goblet,Marechaussee Hunter,+20,ATK%,46.6,Crit Rate,16.3,Crit DMG,7.8,EM,44.0,ATK,16.0,40.4
Ineffa,Circlet,Wanderer's Troupe,+20,Crit Rate,31.1,Crit DMG,14.0,ER%,11.0,ATK%,21.0,HP,269.0,14.0
Columbina,Flower,Wanderer's Troupe,+20,HP,4780.0,HP%,14.0,Crit Rate,3.1,EM,23.0,Crit DMG,28.8,35.0
Columbina,Plume,Night of the Sky's Unveiling,+20,ATK,311.0,DEF,35.0,Crit DMG,6.2,Crit Rate,2.7,HP%,23.9,11.6
Columbina,Sands,Night of the Sky's Unveiling,+20,HP%,46.6,Crit Rate,10.1,ATK,18.0,ATK%,8.7,Crit DMG,17.9,38.1
Columbina,Goblet,Night of the Sky's Unveiling,+20,HP%,46.6,Crit Rate,6.2,ER%,9.7,EM,40.0,DEF%,19.0,12.4
Columbina,Circlet,Night of the Sky's Unveiling,+20,Crit DMG,62.2,HP%,9.3,Crit Rate,9.7,EM,40.0,ATK,14.0,19.4
