Character,Slot,Set,Level,Main_Stat,Main_Value,Sub1,Sub1_Val,Sub2,Sub2_Val,Sub3,Sub3_Val,Sub4,Sub4_Val,Crit_Value
Raiden Shogun,Goblet,Fragment of Harmonic Whimsy,+20,ATK%,46.6,Crit Rate,14.0,ER%,6.5,DEF,16.0,Crit DMG,20.2,48.2
Raiden Shogun,Circlet,Emblem of Severed Fate,+20,Crit Rate,31.1,ATK%,9.9,Crit DMG,13.2,ER%,14.9,DEF,21.0,13.2
Tartaglia,Flower,Nymph's Dream,+20,HP,4780.0,Crit Rate,14.8,ATK%,4.1,Crit DMG,14.8,ER%,6.5,44.4
Tartaglia,Plume,Nymph's Dream,+20,ATK,311.0,Crit Rate,6.6,ATK%,10.5,Crit DMG,20.2,DEF,16.0,33.4
Tartaglia,Sands,Heart of Depth,+20,ATK%,46.6,ATK,19.0,ER%,10.4,Crit DMG,20.2,Crit Rate,9.7,39.6
Tartaglia,Goblet,Heart of Depth,+20,Hydro DMG%,46.6,Crit Rate,8.9,ER%,11.0,ATK%,5.8,Crit DMG,13.2,31.0
Tartaglia,Circlet,Pale Flame,+20,Crit Rate,31.1,HP%,4.7,ATK,18.0,ATK%,14.0,Crit DMG,20.2,20.2
Wanderer,Flower,Desert Pavilion Chronicle,+20,HP,4780.0,DEF%,5.8,Crit Rate,3.5,Crit DMG,19.4,ATK%,15.2,26.4
Wanderer,Plume,Desert Pavilion Chronicle,+20,ATK,311.0,HP,508.0,DEF,19.0,Crit DMG,22.5,Crit Rate,9.7,41.9
Wanderer,Sands,Desert Pavilion Chronicle,+20,ATK%,46.6,Crit Rate,12.4,EM,21.0,Crit DMG,17.1,DEF,16.0,41.9
Wanderer,Goblet,Set_15026,+20,Anemo DMG%,46.6,Crit Rate,14.4,Crit DMG,7.8,DEF%,6.6,ATK%,11.7,36.6
Wanderer,Circlet,Desert Pavilion Chronicle,+20,Crit Rate,31.1,HP,269.0,HP%,4.1,Crit DMG,32.6,DEF%,5.8,32.6
Furina,Flower,Thundersoother,+20,HP,4780.0,ER%,4.5,Crit DMG,32.6,Crit Rate,3.5,HP%,10.5,39.6
Furina,Plume,Golden Troupe,+20,ATK,311.0,Crit DMG,13.2,Crit Rate,15.2,HP%,9.9,ATK%,4.7,43.6
Furina,Sands,Golden Troupe,+20,HP%,46.6,ER%,10.4,Crit DMG,21.8,Crit Rate,10.1,ATK,19.0,42.0
Furina,Goblet,Golden Troupe,+20,HP%,46.6,ATK,16.0,DEF,23.0,Crit Rate,19.5,Crit DMG,6.2,45.2
Furina,Circlet,Golden Troupe,+20,Crit DMG,62.2,HP%,16.9,Crit Rate,9.3,DEF%,10.2,ATK,18.0,18.6
Mavuika,Flower,Obsidian Codex,+20,HP,4780.0,HP%,4.7,Crit DMG,25.7,ATK%,4.1,Crit Rate,6.6,38.9
Mavuika,Plume,Obsidian Codex,+20,ATK,311.0,ER%,11.7,Crit DMG,26.4,Crit Rate,2.7,DEF%,5.8,31.8
Mavuika,Sands,Obsidian Codex,+20,ATK%,46.6,Crit Rate,3.1,Crit DMG,30.3,HP,478.0,EM,21.0,36.5
Mavuika,Goblet,Obsidian Codex,+20,Pyro DMG%,46.6,Crit DMG,14.8,ATK%,9.9,Crit Rate,10.1,ER%,5.2,35.0
Mavuika,Circlet,Scroll of the Hero of Cinder City,+20,Crit DMG,62.2,ATK%,5.3,HP%,5.3,Crit Rate,12.8,DEF%,13.1,25.6
Skirk,Flower,Finale of the Deep Galleries,+20,HP,4780.0,Crit DMG,17.9,Crit Rate,9.3,ATK%,4.7,EM,23.0,36.5
Skirk,Plume,Finale of the Deep Galleries,+20,ATK,311.0,DEF%,5.1,Crit DMG,12.4,Crit Rate,17.1,EM,16.0,46.6
Skirk,Sands,Finale of the Deep Galleries,+20,ATK%,46.6,Crit Rate,13.6,Crit DMG,12.4,HP,269.0,ATK,35.0,39.6
Skirk,Goblet,Nighttime Whispers in the Echoing Woods,+20,Cryo DMG%,46.6,ATK,18.0,Crit Rate,10.5,Crit DMG,15.5,ATK%,11.7,36.5
Skirk,Circlet,Finale of the Deep Galleries,+20,Crit DMG,62.2,ATK%,5.3,EM,37.0,Crit Rate,13.6,ER%,11.7,27.2
Columbina,Flower,Set_15043,+20,HP,4780.0,Crit Rate,3.1,Crit DMG,7.8,ATK%,15.2,HP%,14.6,14.0
Columbina,Plume,Set_15043,+20,ATK,311.0,Crit Rate,5.8,Crit DMG,15.5,HP,448.0,DEF,35.0,27.1
Columbina,Sands,Set_15043,+20,HP%,46.6,Crit DMG,14.8,Crit Rate,5.4,HP,866.0,ER%,4.5,25.6
Columbina,Goblet,Obsidian Codex,+20,HP%,46.6,HP,269.0,Crit Rate,13.6,Crit DMG,21.8,EM,16.0,49.0
Columbina,Circlet,Set_15043,+20,Crit DMG,62.2,DEF%,13.1,HP,538.0,Crit Rate,10.9,HP%,9.9,21.8
Navia,Flower,Nighttime Whispers in the Echoing Woods,+20,HP,4780.0,DEF,23.0,ATK,19.0,Crit DMG,32.6,Crit Rate,7.8,48.2
Navia,Plume,Nighttime Whispers in the Echoing Woods,+20,ATK,311.0,Crit Rate,12.8,HP,239.0,ATK%,5.3,Crit DMG,13.2,38.8
Navia,Sands,Nighttime Whispers in the Echoing Woods,+20,ATK%,46.6,Crit Rate,12.1,HP%,5.8,Crit DMG,11.7,ER%,6.5,35.9
Navia,Goblet,Golden Troupe,+20,Geo DMG%,46.6,EM,16.0,Crit Rate,10.9,Crit DMG,12.4,ATK%,14.6,34.2
Navia,Circlet,Nighttime Whispers in the Echoing Woods,+20,Crit Rate,31.1,ATK,18.0,Crit DMG,21.0,ATK%,9.9,DEF,37.0,21.0
